839,begin
840,really
841,hong
842,seeking
843,job
844,military
845,medical
846,transportation
847,estimates
848,buyers
849,reserves
850,huge
851,wednesday
852,activity
853,ever
854,view
855,machines
856,auction
857,includes
858,toward
859,central
860,owns
861,morgan
862,stock-index
863,fees
864,richard
865,bay
866,goods
867,producers
868,name
869,accounts
870,scheduled
871,concerns
872,campaign
873,role
874,outside
875,daily
876,me
877,DGDG/DGDG
878,deficit
879,district
880,related
881,rep.
882,turn
883,april
884,limited
885,s&p
886,vote
887,hold
888,kong
889,holdings
890,doing
891,independent
892,wants
893,arbitrage
894,leader
895,always
896,'m
897,involved
898,started
899,thing
900,calif.
901,disclosed
902,poor
903,rules
904,key
905,plants
906,try
907,retail
908,issued
909,competition
910,means
911,gm
912,crash
913,impact
914,j.
915,significant
916,build
917,basis
918,`
919,fourth
920,bad
921,generally
922,done
923,quickly
924,meet
925,french
926,conference
927,hours
928,reason
929,shearson
930,longer
931,start
932,rally
933,drexel
934,adds
935,staff
936,prime
937,measure
938,estimate
939,themselves
940,seems
941,allow
942,care
943,turned
944,reduced
945,course
946,thrift
947,supply
948,young
949,largely
950,brokers
951,filing
952,traded
953,seven
954,range
955,seen
956,projects
957,needed
958,study
959,man
960,december
961,abortion
962,express
963,eight
964,areas
965,aid
966,journal
967,plc
968,community
969,planned
970,volatility
971,congressional
972,test
973,'ll
974,sen.
975,sharply
976,majority
977,press
978,ahead
979,considered
980,settlement
981,situation
982,near
983,subject
984,protection
985,thursday
986,source
987,continuing
988,environmental
989,consider
990,thought
991,motor
992,taxes
993,form
994,dec.
995,boost
996,caused
997,parts
998,beginning
999,kind
1000,hurt
1001,a.
1002,regulators
1003,block
1004,base
1005,bankers
1006,war
1007,partners
1008,men
1009,required
1010,yields
1011,minister
1012,jumped
1013,children
1014,produce
1015,session
1016,simply
1017,note
1018,pilots
1019,perhaps
1020,anything
1021,housing
1022,became
1023,post
1024,floor
1025,active
1026,DGDGDGDGDGDGDG
1027,delivery
1028,indeed
1029,democratic
1030,letter
1031,sent
1032,de
1033,showed
1034,short-term
1035,receive
1036,changed
1037,convertible
1038,brothers
1039,history
1040,night
1041,partner
1042,seek
1043,women
1044,recession
1045,manufacturers
1046,worth
1047,electric
1048,france
1049,advanced
1050,sony
1051,imports
1052,merger
1053,difficult
1054,let
1055,space
1056,summer
1057,wanted
1058,closing
1059,peter
1060,DGDGDGDG.DGDG
1061,increasing
1062,owned
1063,nothing
1064,article
1065,cancer
1066,created
1067,justice
1068,unchanged
1069,announcement
1070,dr.
1071,entertainment
1072,media
1073,side
1074,returns
1075,moody
1076,plunge
1077,resources
1078,limit
1079,natural
1080,smith
1081,preferred
1082,earned
1083,mark
1084,hand
1085,per
1086,smaller
1087,george
1088,benefits
1089,americans
1090,evidence
1091,pound
1092,leveraged
1093,tons
1094,initial
1095,closely
1096,creditors
1097,software
1098,seem
1099,bankruptcy
1100,hopes
1101,overseas
1102,safety
1103,usually
1104,noriega
1105,actually
1106,exports
1107,francs
1108,red
1109,attempt
1110,decided
1111,term
1112,spokeswoman
1113,battle
1114,shareholder
1115,conditions
1116,continues
1117,economists
1118,sharp
1119,believes
1120,trader
1121,morning
1122,won
1123,member
1124,directly
1125,designed
1126,game
1127,apparently
1128,response
1129,minimum
1130,field
1131,cbs
1132,institutional
1133,light
1134,transactions
1135,quarterly
1136,rising
1137,pretax
1138,opened
1139,size
1140,giant
1141,rest
1142,age
1143,himself
1144,expenses
1145,kidder
1146,followed
1147,comes
1148,veto
1149,january
1150,machine
1151,digital
1152,paying
1153,sector
1154,brought
1155,final
1156,effective
1157,stop
1158,associates
1159,democrats
1160,bring
1161,forced
1162,consumers
1163,trades
1164,shows
1165,newspaper
1166,questions
1167,u.k.
1168,sure
1169,thus
1170,strike
1171,running
1172,built
1173,water
1174,sense
1175,single
1176,separate
1177,sec
1178,moves
1179,fully
1180,'d
1181,activities
1182,hugo
1183,guber
1184,funding
1185,agencies
1186,produced
1187,brand
1188,irs
1189,operation
1190,together
1191,capacity
1192,feel
1193,main
1194,unless
1195,ways
1196,play
1197,whole
1198,behind
1199,require
1200,idea
1201,actual
1202,quake
1203,paul
1204,discount
1205,quoted
1206,signed
1207,partly
1208,spent
1209,r.
1210,economist
1211,jr.
1212,gave
1213,allowed
1214,authority
1215,offices
1216,rule
1217,survey
1218,ability
1219,matter
1220,lawson
1221,supreme
1222,peters
1223,separately
1224,step
1225,sign
1226,gorbachev
1227,trial
1228,spring
1229,wage
1230,farmers
1231,various
1232,across
1233,hope
1234,u.s
1235,interview
1236,slow
1237,figure
1238,moreover
1239,lehman
1240,woman
1241,greater
1242,payment
1243,hurricane
1244,organization
1245,needs
1246,direct
1247,package
1248,margins
1249,declines
1250,jobs
1251,serious
1252,par
1253,civil
1254,talk
1255,introduced
1256,section
1257,familiar
1258,land
1259,quality
1260,review
1261,cause
1262,holds
1263,commerce
1264,art
1265,offset
1266,fear
1267,telerate
1268,facilities
1269,contributed
1270,provision
1271,cuts
1272,relatively
1273,emergency
1274,customer
1275,flat
1276,improve
1277,resigned
1278,overall
1279,instance
1280,decade
1281,highly
1282,appear
1283,add
1284,ruling
1285,headquarters
1286,death
1287,positions
1288,valued
1289,moved
1290,specific
1291,provided
1292,forces
1293,met
1294,reagan
1295,leave
1296,hands
1297,asset
1298,elected
1299,focus
1300,avoid
1301,adding
1302,spend
1303,baker
1304,takes
1305,human
1306,over-the-counter
1307,chain
1308,substantial
1309,speculation
1310,policies
1311,managing
1312,rejected
1313,premium
1314,book
1315,electronic
1316,story
1317,county
1318,lawyer
1319,partnership
1320,widely
1321,indicated
1322,date
1323,pension
1324,minutes
1325,mutual
1326,willing
1327,reflecting
1328,hutton
1329,beyond
1330,sometimes
1331,motors
1332,standards
1333,goes
1334,works
1335,salomon
1336,thatcher
1337,council
1338,amounts
1339,park
1340,pence
1341,offers
1342,class
1343,poland
1344,ministry
1345,dinkins
1346,deals
1347,negotiations
1348,regulatory
1349,sports
1350,target
1351,benefit
1352,capital-gains
1353,opposition
1354,provides
1355,owners
1356,stanley
1357,debentures
1358,totaled
1359,researchers
1360,create
1361,planning
1362,investigation
1363,australia
1364,improved
1365,existing
1366,monetary
1367,climbed
1368,opening
1369,exchanges
1370,developed
1371,bids
1372,materials
1373,johnson
1374,ads
1375,southern
1376,tough
1377,option
1378,debate
1379,individuals
1380,lincoln
1381,regional
1382,conservative
1383,raising
1384,proceeds
1385,appears
1386,thomas
1387,measures
1388,cable
1389,internal
1390,nasdaq
1391,commodity
1392,moving
1393,travel
1394,bell
1395,develop
1396,stay
1397,santa
1398,read
1399,expectations
1400,-
1401,win
1402,social
1403,chance
1404,properties
1405,passed
1406,qintex
1407,version
1408,carrier
1409,tell
1410,purchases
1411,consultant
1412,alone
1413,concerned
1414,fine
1415,reach
1416,backed
1417,success
1418,provisions
1419,electronics
1420,valley
1421,november
1422,education
1423,list
1424,prevent
1425,nissan
1426,so-called
1427,goldman
1428,retirement
1429,30-year
1430,maintain
1431,manhattan
1432,larger
1433,treatment
1434,brands
1435,events
1436,worked
1437,charles
1438,approach
1439,attention
1440,rjr
1441,houses
1442,sought
1443,republican
1444,feet
1445,c$
1446,else
1447,rating
1448,necessary
1449,heavily
1450,accounting
1451,interested
1452,remaining
1453,dividends
1454,practice
1455,details
1456,considering
1457,engineering
1458,giving
1459,miles
1460,lawmakers
1461,negative
1462,film
1463,aircraft
1464,factors
1465,entire
1466,chapter
1467,experts
1468,finally
1469,lack
1470,access
1471,painewebber
1472,image
1473,cited
1474,otc
1475,appropriations
1476,mostly
1477,everyone
1478,immediately
1479,minority
1480,stand
1481,eventually
1482,pending
1483,e.
1484,real-estate
1485,nor
1486,hour
1487,person
1488,petroleum
1489,world-wide
1490,fight
1491,attributed
1492,publicly
1493,anyone
1494,ones
1495,municipal
1496,output
1497,competitors
1498,bridge
1499,store
1500,owner
1501,restrictions
1502,neither
1503,criminal
1504,someone
1505,jury
1506,principal
1507,bidding
1508,moscow
1509,sources
1510,disaster
1511,spread
1512,copper
1513,weak
1514,pentagon
1515,police
1516,ohio
1517,grand
1518,room
1519,panel
1520,requirements
1521,drugs
1522,society
1523,modest
1524,students
1525,certainly
1526,northern
1527,st.
1528,mortgages
1529,popular
1530,reform
1531,believed
1532,opportunity
1533,swiss
1534,export
1535,mean
1536,particular
1537,bear
1538,year-ago
1539,amid
1540,cover
1541,carry
1542,alan
1543,ownership
1544,complete
1545,forecast
1546,soviets
1547,gulf
1548,acquisitions
1549,expansion
1550,drive
1551,items
1552,everything
1553,saw
1554,england
1555,mexico
1556,reduction
1557,fixed
1558,clearly
1559,strength
1560,typically
1561,trouble
1562,increasingly
1563,lose
1564,afternoon
1565,phone
1566,reorganization
1567,original
1568,seats
1569,!
1570,gives
1571,grew
1572,trend
1573,victims
1574,primarily
1575,plunged
1576,laws
1577,hotel
1578,gets
1579,troubled
1580,litigation
1581,ltd
1582,aimed
1583,parties
1584,nations
1585,easy
1586,bureau
1587,movie
1588,producer
1589,split
1590,numbers
1591,prepared
1592,collapse
1593,subordinated
1594,m.
1595,magazines
1596,technical
1597,released
1598,region
1599,monthly
1600,brown
1601,improvement
1602,tried
1603,ending
1604,claim
1605,putting
1606,sachs
1607,risks
1608,broadcasting
1609,intelligence
1610,experience
1611,combined
1612,accept
1613,mitsubishi
1614,true
1615,college
1616,actions
1617,sells
1618,quite
1619,factory
1620,apple
1621,tomorrow
1622,adviser
1623,traditional
1624,revised
1625,purchased
1626,design
1627,failure
1628,metals
1629,dallas
1630,paris
1631,expensive
1632,lin
1633,usx
1634,scientists
1635,difference
1636,powerful
1637,profitable
1638,us$
1639,trillion
1640,declining
1641,wrote
1642,tender
1643,crime
1644,facility
1645,controls
1646,chinese
1647,homes
1648,proposals
1649,settled
1650,relations
1651,korea
1652,involving
1653,break
1654,vehicles
1655,season
1656,maturity
1657,sun
1658,lloyd
1659,l.
1660,roughly
1661,chips
1662,falling
1663,charged
1664,couple
1665,recovery
1666,runs
1667,chemicals
1668,broad
1669,highest
1670,signs
1671,represents
1672,flow
1673,sort
1674,mae
1675,request
1676,sir
1677,centers
1678,players
1679,surged
1680,no.
1681,weekend
1682,global
1683,grow
1684,segment
1685,balance
1686,philip
1687,publishing
1688,ratings
1689,placed
1690,fraud
1691,pace
1692,successful
1693,seemed
1694,lending
1695,margin
1696,launched
1697,headed
1698,showing
1699,kept
1700,environment
1701,present
1702,employee
1703,thousands
1704,advertisers
1705,nuclear
1706,uncertainty
1707,election
1708,alleged
1709,favor
1710,appeal
1711,cray
1712,paribas
1713,hearing
1714,editor
1715,liquidity
1716,arizona
1717,steps
1718,am
1719,affected
1720,developing
1721,competitive
1722,advance
1723,automotive
1724,material
1725,listed
1726,values
1727,b.
1728,corporations
1729,frank
1730,corn
1731,assistant
1732,radio
1733,dispute
1734,portion
1735,accord
1736,live
1737,prosecutors
1738,complex
1739,mixed
1740,plus
1741,consulting
1742,slowing
1743,mail
1744,republicans
1745,waiting
1746,professional
1747,client
1748,liability
1749,reflects
1750,core
1751,except
1752,associated
1753,continental
1754,jack
1755,ventures
1756,insurers
1757,ease
1758,expand
1759,unusual
1760,bit
1761,whom
1762,deputy
1763,wrong
1764,books
1765,significantly
1766,predicted
1767,c.
1768,practices
1769,maybe
1770,stations
1771,tests
1772,schools
1773,sterling
1774,guilty
1775,campeau
1776,cities
1777,threat
1778,ordered
1779,primary
1780,elections
1781,deposits
1782,pretty
1783,benchmark
1784,town
1785,advantage
1786,reasons
1787,losing
1788,mass.
1789,ready
1790,rated
1791,weakness
1792,effects
1793,affairs
1794,fears
1795,leaving
1796,reflected
1797,voters
1798,thrifts
1799,substantially
1800,damaged
1801,elsewhere
1802,critics
1803,traffic
1804,fewer
1805,gene
1806,coupon
1807,flight
1808,agree
1809,gone
1810,fire
1811,documents
1812,established
1813,speed
1814,jersey
1815,underwriters
1816,buildings
1817,hundreds
1818,bigger
1819,usual
1820,slowdown
1821,shift
1822,junk-bond
1823,release
1824,faces
1825,dozen
1826,opposed
1827,confidence
1828,positive
1829,model
1830,devices
1831,w.
1832,heart
1833,strategic
1834,accepted
1835,unlike
1836,n.j.
1837,remained
1838,reflect
1839,manville
1840,relief
1841,ag
1842,adjusted
1843,throughout
1844,push
1845,normal
1846,navigation
1847,words
1848,utilities
1849,century
1850,communist
1851,per-share
1852,distribution
1853,mind
1854,at&t
1855,exercise
1856,february
1857,morris
1858,hospital
1859,virtually
1860,parents
1861,annually
1862,africa
1863,broker
1864,starting
1865,finished
1866,sears
1867,mainly
1868,played
1869,structure
1870,frankfurt
1871,georgia-pacific
1872,australian
1873,wide
1874,controlled
1875,representatives
1876,supplies
1877,direction
1878,instruments
1879,refused
1880,sides
1881,voted
1882,trucks
1883,panama
1884,double
1885,decide
1886,star
1887,movies
1888,accused
1889,lee
1890,residents
1891,ask
1892,exxon
1893,amendment
1894,rumors
1895,coast
1896,ounce
1897,appeals
1898,buyer
1899,golden
1900,contrast
1901,talking
1902,stopped
1903,front
1904,nbc
1905,singapore
1906,prior
1907,telecommunications
1908,culture
1909,operate
1910,crude
1911,krenz
1912,protect
1913,settle
1914,challenge
1915,hostile
1916,deposit
1917,operates
1918,suspended
1919,healthy
1920,stephen
1921,ground
1922,managed
1923,event
1924,utility
1925,ban
1926,mixte
1927,guidelines
1928,responsible
1929,influence
1930,temporary
1931,uses
1932,appeared
1933,felt
1934,none
1935,advisers
1936,truck
1937,pages
1938,opinion
1939,houston
1940,decisions
1941,employment
1942,defendants
1943,burnham
1944,moment
1945,minor
1946,aerospace
1947,stronger
1948,volatile
1949,florida
1950,preliminary
1951,baseball
1952,sci
1953,intended
1954,sea
1955,citing
1956,affect
1957,ii
1958,sunday
1959,gross
1960,urban
1961,senators
1962,scandal
1963,soared
1964,rockefeller
1965,declared
1966,keeping
1967,immediate
1968,mayor
1969,families
1970,voice
1971,confirmed
1972,judges
1973,authorities
1974,producing
1975,navy
1976,finding
1977,cds
1978,certificates
1979,guarantee
1980,conventional
1981,suggested
1982,save
1983,determined
1984,doubt
1985,delay
1986,represent
1987,argue
1988,intel
1989,site
1990,regular
1991,aug.
1992,citicorp
1993,asia
1994,resolution
1995,DG:DGDG
1996,leadership
1997,puts
1998,task
1999,written
